dependent variable,reg_spec,n_lags,value,t-statistic,significance,LB (90.00% ci),UB (90.00% ci),p_val,index
Massachusetts,gar_tot_bonds,9,-0.0022050161013439733,-2.996200758658418,1,-0.0034171480539653106,-0.0009928841487226363,0.0028313964490735977,46
Wyoming,gar_tot_bonds,9,-0.0037632574432015977,-1.6810503808385122,1,-0.007450419654113905,-7.609523228929238e-05,0.0932043736089696,47
Ohio,gar_tot_bonds,9,-0.29609997974540475,-0.6981373384667044,0,-0.9946645509237491,0.4024645914329394,0.48532583249627215,48
United States,gar_tot_bonds,6,-1.5904151156994808e-05,-1.9713362967220813,1,-2.919197359868514e-05,-2.6163287153044795e-06,0.04908000317984729,0
Washington,gar_tot_bonds,6,0.020414662949361125,2.8144413700207456,1,0.008467795425834496,0.03236153047288775,0.005023838448199092,1
Florida,gar_tot_bonds,6,0.020546562302816998,2.9870759159324494,1,0.009217422163594724,0.031875702442039265,0.0029153031530098072,2
Wisconsin,gar_tot_bonds,6,0.009403098385339224,2.2472534957484718,1,0.0025114524773160347,0.01629474429336241,0.024935420695171295,3
Georgia,gar_tot_bonds,6,0.009099638809218208,1.5153767587536264,0,-0.0007906180752658542,0.01898989569370227,0.13012972163519465,4
Mississippi,gar_tot_bonds,6,0.007608242361943603,1.731511697933797,1,0.00037116944179324714,0.014845315282093957,0.08380238543282559,5
Colorado,gar_tot_bonds,6,0.00861780050056555,1.4494247980101331,0,-0.0011749522296890594,0.01841055323082015,0.14766811536238267,6
Indiana,gar_tot_bonds,6,0.007365150628210018,2.2310606033571805,1,0.001927963179756004,0.01280233807666403,0.02599400908147298,7
Alabama,gar_tot_bonds,6,0.009809588918570127,4.469907545482216,1,0.006195021682631869,0.013424156154508385,9.129714924949184e-06,8
Michigan,gar_tot_bonds,6,0.007826742836828892,1.8308849173916473,1,0.0007859096138907304,0.014867576059767051,0.06754387610921397,9
Missouri,gar_tot_bonds,6,0.005894030232959735,1.4037570529165497,0,-0.0010214834941862918,0.012809543960105758,0.1608359465127216,10
California,gar_tot_bonds,6,0.008972407215813289,2.0198442655178206,1,0.0016560461472718696,0.016288768284354705,0.04378113623612667,11
Arkansas,gar_tot_bonds,6,0.009343137033559806,4.897534874521374,1,0.006201042687737121,0.01248523137938249,1.206957930488528e-06,12
Kansas,gar_tot_bonds,6,0.003225306516638908,1.2252927325920184,0,-0.001110153409203243,0.007560766442481057,0.22087823858450673,13
Rhode Island,gar_tot_bonds,6,0.006060287027975722,2.295697512440296,1,0.001712356763079675,0.010408217292871766,0.021988775394511606,14
Kentucky,gar_tot_bonds,6,0.004783164593774609,2.481569676023344,1,0.00160853623155357,0.007957792955995645,0.013314810803588983,15
Iowa,gar_tot_bonds,6,0.002287227132064376,0.7971048241001957,0,-0.002438818346321302,0.007013272610450053,0.42566120959730136,16
Nebraska,gar_tot_bonds,6,0.002492468973141847,1.7580455826885384,1,0.00015737872917467302,0.00482755921710902,0.07917801461895468,17
North Carolina,gar_tot_bonds,6,0.0020813098462038456,2.4982542609715224,1,0.0007091517836151585,0.003453467908792532,0.012709595815199481,18
Louisiana,gar_tot_bonds,6,0.001356410246315643,0.6129948251625348,0,-0.0022880925966436414,0.005000913089274926,0.540079435387876,19
Illinois,gar_tot_bonds,6,0.0014128741695394308,0.8111955089613555,0,-0.0014558050509039145,0.004281553389982776,0.4175299208082537,20
Oklahoma,gar_tot_bonds,6,0.0024534031670268995,1.3067278341725517,0,-0.0006389409718384146,0.005545747305892213,0.19173552432719232,21
Arizona,gar_tot_bonds,6,0.0011070547815688336,0.4183997654420901,0,-0.003250889963879915,0.0054649995270175805,0.6757835561145082,22
Oregon,gar_tot_bonds,6,0.000940349296858118,0.2733463956990398,0,-0.004725694044551587,0.0066063926382678205,0.7846678125895523,23
Idaho,gar_tot_bonds,6,0.0013418811847421223,1.365577289564336,0,-0.0002765782464604321,0.002960340615944676,0.17251156778447774,24
Minnesota,gar_tot_bonds,6,0.0008104396048128964,0.5895574685006738,0,-0.0014536757528368217,0.0030745549624626137,0.5556781491431346,25
Maine,gar_tot_bonds,6,0.00041037145098879414,0.622583285279964,0,-0.0006752632656844967,0.0014960061676620845,0.5337617330193689,26
Vermont,gar_tot_bonds,6,0.0007944708741187347,2.0762407477887264,1,0.00016423327363592128,0.001424708474601548,0.03823711969453658,27
Texas,gar_tot_bonds,6,0.00024351880773585896,0.4513936158337378,0,-0.0006450296884083694,0.001132067303880087,0.651846094443876,28
Tennessee,gar_tot_bonds,6,0.0003705950222965943,0.5808502062101817,0,-0.0006802519413139408,0.001421441985907129,0.5615289046480321,29
West Virginia,gar_tot_bonds,6,0.0008040291469858204,1.8519130373124628,1,8.894813934483324e-05,0.0015191101546268072,0.06446038810836408,30
Nevada,gar_tot_bonds,6,0.0003360177517715196,1.1936046411484564,0,-0.00012764879473846618,0.0007996842982815051,0.23303817209707978,31
Montana,gar_tot_bonds,6,0.00040065018300278546,0.6213276801430772,0,-0.0006614089145090538,0.0014627092805146243,0.5345868998623136,32
New Mexico,gar_tot_bonds,6,0.00010291667319948811,0.1145587593658148,0,-0.0013767417719927424,0.001582575118391718,0.9088278144970321,33
New Jersey,gar_tot_bonds,6,7.503411514662626e-05,0.17029667820443914,0,-0.0006506650584410942,0.0008007332887343464,0.8648261715195202,34
Connecticut,gar_tot_bonds,6,-0.00017364738370962557,-0.0794678454684994,0,-0.003772639087680644,0.0034253443202613915,0.9366832835143248,35
South Dakota,gar_tot_bonds,6,5.260736900321059e-07,1.173359434070122,0,-2.1237368791509747e-07,1.264521067979309e-06,0.24105193136417657,36
North Dakota,gar_tot_bonds,6,1.3067931388295064e-07,0.09601121133360761,0,-2.1110797603946134e-06,2.372438388160514e-06,0.9235392265880682,37
Utah,gar_tot_bonds,6,4.981542964234404e-06,0.6231307461110328,0,-8.185514765651734e-06,1.8148600694120537e-05,0.5334021510998364,38
Delaware,gar_tot_bonds,6,-8.352542788173534e-05,-0.1891662877405224,0,-0.0008107675203860566,0.0006437166646225856,0.850017479529469,39
South Carolina,gar_tot_bonds,6,5.034802249751419e-06,0.09125784411830941,0,-8.58343031897678e-05,9.59039076892706e-05,0.9273138961135139,40
Pennsylvania,gar_tot_bonds,6,5.499833910958102e-05,0.44086027176366954,0,-0.0001504736618526048,0.00026047034007176676,0.6594506663921211,41
New Hampshire,gar_tot_bonds,6,0.00012095336505355111,0.6707214098253739,0,-0.0001760626217604076,0.0004179693518675097,0.5026198883983202,42
Alaska,gar_tot_bonds,6,-0.0005228015803804933,-3.418350592319054,1,-0.0007746993539024514,-0.0002709038068585353,0.0006666126029484243,43
Maryland,gar_tot_bonds,6,-0.00020803368325651023,-0.12068025036209666,0,-0.003047269701012649,0.0026312023344996272,0.9039790321166663,44
New York,gar_tot_bonds,6,-0.0004965748435434122,-0.6020884234146493,0,-0.0018549773596729588,0.0008618276725861342,0.5473108040761268,45
Massachusetts,gar_tot_bonds,6,-0.002171522075468104,-3.5010568033838663,1,-0.0031930944294789655,-0.0011499497214572428,0.0004929017246693146,46
Wyoming,gar_tot_bonds,6,-0.002902013919125215,-1.4075009105354734,0,-0.006297913555749994,0.0004938857174995631,0.15972406526376437,47
Ohio,gar_tot_bonds,6,-0.11057457703835774,-0.38962877473507795,0,-0.5779956670979827,0.3568465130212669,0.6969299224482324,48
United States,gar_tot_bonds,3,-1.9235334399876335e-05,-4.43080648593715,1,-2.638549964569141e-05,-1.208516915406126e-05,1.0884311349768083e-05,0
Washington,gar_tot_bonds,3,0.014372170620611798,2.9357394163725745,1,0.006309034691375075,0.022435306549848516,0.0034359894418902748,1
Florida,gar_tot_bonds,3,0.017375410685775975,2.742040454668301,1,0.006938779383046021,0.027812041988505926,0.006260975707110816,2
Wisconsin,gar_tot_bonds,3,0.006216851324702898,1.749069422115985,1,0.00036271873060030827,0.012070983918805485,0.08071479860804498,3
Georgia,gar_tot_bonds,3,0.004097594258046542,1.2554894061605575,0,-0.001277858146390548,0.00947304666248363,0.20971769942552543,4
Mississippi,gar_tot_bonds,3,0.003970565147283035,1.3945982074066618,0,-0.0007186735932574141,0.008659803887823482,0.16357692938917423,5
Colorado,gar_tot_bonds,3,0.0045463697721497285,1.3522314644542421,0,-0.0009911187518666037,0.010083858296166058,0.1767354938646819,6
Indiana,gar_tot_bonds,3,0.0038971140685289743,1.4156622729024295,0,-0.0006368970439647407,0.008431125181022688,0.15731664236027432,7
Alabama,gar_tot_bonds,3,0.006678431887463562,4.519220462292219,1,0.004244490623134452,0.00911237315179267,7.279085424416465e-06,8
Michigan,gar_tot_bonds,3,0.0035869443571283086,1.2935808373828084,0,-0.0009800469715037646,0.00815393568576038,0.19623450371040807,9
Missouri,gar_tot_bonds,3,0.004568098369570068,1.3883913200180402,0,-0.000850945643959199,0.009987142383099331,0.1654570602254819,10
California,gar_tot_bonds,3,0.005917111995341527,2.053963935219321,1,0.0011723318196939858,0.010661892170989066,0.040347947364270276,11
Arkansas,gar_tot_bonds,3,0.009391491801451211,5.00008488359649,1,0.006297947588504269,0.012485036014398153,7.241487247622302e-07,12
Kansas,gar_tot_bonds,3,0.0002573696210321271,0.15877634449442604,0,-0.0024123804386428083,0.0029271196807070616,0.8738906225367757,13
Rhode Island,gar_tot_bonds,3,0.003929345899002638,2.4050461100670053,1,0.0012384557121089936,0.006620236085896281,0.01642751523979502,14
Kentucky,gar_tot_bonds,3,0.003411043701539203,2.228928317505805,1,0.0008905228036919176,0.005931564599386487,0.02613355403880213,15
Iowa,gar_tot_bonds,3,0.0025465862274685605,1.1519938302109112,0,-0.0010943020589532395,0.006187474513890359,0.2497146580510503,16
Nebraska,gar_tot_bonds,3,0.00041432564189422235,0.37603580079523324,0,-0.001400403186538004,0.002229054470326448,0.7070035687385723,17
North Carolina,gar_tot_bonds,3,0.0010389072221224055,2.6809472488441877,1,0.0004006619338541149,0.0016771525103906957,0.00751329193638739,18
Louisiana,gar_tot_bonds,3,0.0011241163525807164,0.6304690838323299,0,-0.0018124957974873963,0.004060728502648828,0.5285923201555347,19
Illinois,gar_tot_bonds,3,0.0010252203314789878,0.9030982338451278,0,-0.000844520180565308,0.0028949608435232827,0.366782658385165,20
Oklahoma,gar_tot_bonds,3,0.0009197932532582363,1.0159042694158873,0,-0.0005714090128395015,0.0024109955193559736,0.3100239807452878,21
Arizona,gar_tot_bonds,3,0.0017945564827975737,0.7065327655056766,0,-0.002388791055611951,0.005977904021207097,0.4800906496238728,22
Oregon,gar_tot_bonds,3,0.0009483998062818628,0.34892444957904484,0,-0.0035283123943971382,0.005425112006960862,0.7272503599000546,23
Idaho,gar_tot_bonds,3,0.001370923884162841,1.2870011249979525,0,-0.000383495984367873,0.0031253437526935542,0.1985168912610804,24
Minnesota,gar_tot_bonds,3,0.00028072775979848523,0.28439404531807216,0,-0.0013450604958666792,0.001906516015463649,0.7761920515083824,25
Maine,gar_tot_bonds,3,0.0001816466282317064,0.34587290600973675,0,-0.0006833410455648389,0.0010466343020282512,0.7295415635419538,26
Vermont,gar_tot_bonds,3,0.0006940255118605236,1.904564588500012,1,9.384919969488749e-05,0.0012942018240261594,0.05724400764045923,27
Texas,gar_tot_bonds,3,-5.7192527691025605e-05,-0.13150402943055106,0,-0.0007734997855981387,0.0006591147302160872,0.8954141707975527,28
Tennessee,gar_tot_bonds,3,4.503566997019924e-05,0.10718158453047305,0,-0.0006470113063633642,0.0007370826463037625,0.9146754609389633,29
West Virginia,gar_tot_bonds,3,0.0008424823245596173,1.9349918797567431,1,0.00012538059160581351,0.0015595840575134208,0.053391522663558844,30
Nevada,gar_tot_bonds,3,0.00034977361066809644,1.130754123893002,0,-0.0001596956443155244,0.000859242865651717,0.25854365945164703,31
Montana,gar_tot_bonds,3,0.0004923172366115645,0.7393403958656187,0,-0.0006044127708549657,0.0015890472440780942,0.4599467687772778,32
New Mexico,gar_tot_bonds,3,0.000506864371067871,0.630563976444812,0,-0.0008170555865119665,0.001830784328647708,0.5285302914248988,33
New Jersey,gar_tot_bonds,3,3.086649985377561e-05,0.07087166985691866,0,-0.0006864549871354654,0.0007481879868430163,0.943520018246462,34
Connecticut,gar_tot_bonds,3,-0.00033754368803088405,-0.22652975442116693,0,-0.0027917092514489045,0.0021166218753871356,0.8208551770295327,35
South Dakota,gar_tot_bonds,3,9.235788216009905e-07,2.6899838296202896,1,3.5809079067970197e-07,1.4890668525222787e-06,0.007314889806624869,36
North Dakota,gar_tot_bonds,3,6.924539781096495e-07,0.4618547805563419,0,-1.7769070635528527e-06,3.161815019772151e-06,0.644328146673915,37
Utah,gar_tot_bonds,3,2.801317112109035e-06,0.40812742778363914,0,-8.503553939065436e-06,1.4106188163283503e-05,0.6833042196713155,38
Delaware,gar_tot_bonds,3,-0.00010474725050792569,-0.23569215956635073,0,-0.0008367228721123002,0.0006272283710964485,0.8137401012926471,39
South Carolina,gar_tot_bonds,3,6.138827142575769e-05,0.7498025819099482,0,-7.345758127594822e-05,0.00019623412412746353,0.45362410195294833,40
Pennsylvania,gar_tot_bonds,3,-3.314709248598141e-06,-0.031556986396756144,0,-0.00017631587844103613,0.00016968645994383977,0.9748342903765086,41
New Hampshire,gar_tot_bonds,3,0.00011611544086934989,0.8031872485326722,0,-0.00012199162934584468,0.0003542225110845444,0.4221375993069767,42
Alaska,gar_tot_bonds,3,-0.0005362244504227032,-3.5594060539500245,1,-0.0007843481219175286,-0.00028810077892787783,0.00039666909098290404,43
Maryland,gar_tot_bonds,3,-0.0006531428254545868,-0.4684493837045129,0,-0.002949527339618201,0.0016432416887090266,0.6396082662324258,44
New York,gar_tot_bonds,3,-4.908416772106649e-05,-0.06506613105115358,0,-0.001291553187449283,0.0011933848520071498,0.9481398181960159,45
Massachusetts,gar_tot_bonds,3,-0.0013050458225832913,-3.2187698356326857,1,-0.0019728282075824645,-0.0006372634375841187,0.0013464838968313408,46
Wyoming,gar_tot_bonds,3,-0.0014095046224805242,-0.7176333585891104,0,-0.004644420614925687,0.001825411369964638,0.47322143579029374,47
Ohio,gar_tot_bonds,3,0.009570899014597123,0.05319360051021508,0,-0.28677059585610565,0.3059123938852998,0.9575927448979649,48
United States,gar_tot_bonds,1,-1.1377475052883127e-05,-1.4637684919430705,0,-2.417922632946505e-05,1.4242762236987894e-06,0.14370104159534103,0
Washington,gar_tot_bonds,1,0.009267969497732127,2.1138777085561338,1,0.0020469149682992346,0.016489024027165018,0.03487481560551875,1
Florida,gar_tot_bonds,1,0.016638880989682133,2.703385183086931,1,0.006501819658242088,0.026775942321122174,0.007028384087686135,2
Wisconsin,gar_tot_bonds,1,0.004753723612905946,1.3655932518070077,0,-0.0009796263717827287,0.01048707359759462,0.1725003461368848,3
Georgia,gar_tot_bonds,1,0.003162800722910956,1.104734003362001,0,-0.001552506514491066,0.007878107960312975,0.2696501543219503,4
Mississippi,gar_tot_bonds,1,0.0031897917307563794,1.3269489198469884,0,-0.0007693769961352255,0.007148960457647983,0.1849533646068986,5
Colorado,gar_tot_bonds,1,0.0020995857464645574,1.0871247791177243,0,-0.0010813149318542625,0.005280486424783376,0.2773516283375477,6
Indiana,gar_tot_bonds,1,0.0007005832361283483,0.4640091398417602,0,-0.001786149397743141,0.0031873158699998365,0.6427838282569098,7
Alabama,gar_tot_bonds,1,0.00386534234219978,2.879402796919657,1,0.0016543795714511812,0.006076305112948379,0.004104542796982802,8
Michigan,gar_tot_bonds,1,0.002386752983597513,1.1803870334869961,0,-0.0009435130797817402,0.005717019046976765,0.23824273316139322,9
Missouri,gar_tot_bonds,1,0.0023702675536860884,1.0813421952840514,0,-0.0012399228653638683,0.005980457972736043,0.2799131031711819,10
California,gar_tot_bonds,1,0.003430577056630801,1.5220826256652078,0,-0.00028156714101358355,0.007142721254275184,0.12843486551558958,11
Arkansas,gar_tot_bonds,1,0.008462836463072004,4.727009052422878,1,0.005514171683419291,0.011411501242724716,2.7496563737017254e-06,12
Kansas,gar_tot_bonds,1,-0.00037908001885766853,-0.4022598985307378,0,-0.0019311812436613274,0.0011730212059459896,0.6876141769029405,13
Rhode Island,gar_tot_bonds,1,0.0017969583520459765,1.4357663252597057,0,-0.0002643840475141535,0.0038583007516061057,0.1515104981394677,14
Kentucky,gar_tot_bonds,1,0.001905364573913782,1.8400899784069507,1,0.00019993058576762437,0.0036107985620599387,0.06617343256808184,15
Iowa,gar_tot_bonds,1,0.0012588281198096908,0.9713198123363974,0,-0.000875691131946371,0.003393347371565752,0.3317207603762622,16
Nebraska,gar_tot_bonds,1,0.00039631178942779835,0.4808924785959569,0,-0.000961016482357632,0.0017536400612132282,0.630741489451828,17
North Carolina,gar_tot_bonds,1,0.00032598160267113406,0.9315671206794925,0,-0.0002503531744646991,0.000902316379806967,0.35187782679378765,18
Louisiana,gar_tot_bonds,1,0.0008702393702212301,0.5778354380053036,0,-0.0016102104283414824,0.0033506891687839413,0.5635589510350756,19
Illinois,gar_tot_bonds,1,-8.05997670824666e-05,-0.11460437019851061,0,-0.0012389196086606182,0.0010777200744956845,0.9087912082886049,20
Oklahoma,gar_tot_bonds,1,0.001764094447061645,2.023387099575958,1,0.00032814634499889303,0.0032000425491243963,0.04340848191815594,21
Arizona,gar_tot_bonds,1,0.0017391729247445457,0.7955615858219465,0,-0.0018613439338690722,0.005339689783358162,0.4265535385004371,22
Oregon,gar_tot_bonds,1,0.00035175845802865377,0.14357646633652324,0,-0.003683368245983313,0.004386885162040619,0.8858757794971983,23
Idaho,gar_tot_bonds,1,0.0010773615366090567,1.2433409541108489,0,-0.0003497802265953404,0.0025045032998134535,0.21415377204355734,24
Minnesota,gar_tot_bonds,1,-0.00016741346968602566,-0.29876219994747444,0,-0.001090326199774326,0.0007554992604022744,0.7652091619954773,25
Maine,gar_tot_bonds,1,-0.00041069386694329987,-0.9443406996387282,0,-0.001126978110161978,0.00030559037627537794,0.3453177190780181,26
Vermont,gar_tot_bonds,1,0.000644445350535016,1.8816363068999382,1,8.035808151362386e-05,0.001208532619556408,0.06029543558845729,27
Texas,gar_tot_bonds,1,2.044624418041888e-08,3.9682915476304475e-05,0,-0.0008485850863777533,0.0008486259788661136,0.9999683487926656,28
Tennessee,gar_tot_bonds,1,-0.0003023500341252932,-0.9637421429114976,0,-0.0008190578838822514,0.0002143578156316649,0.33550426785574583,29
West Virginia,gar_tot_bonds,1,0.0008066726357275613,1.9742126401444684,1,0.00013369708822976063,0.0014796481832253616,0.048745840381705374,30
Nevada,gar_tot_bonds,1,0.0003780856272085675,1.6194738757683766,0,-6.428330589505966e-06,0.0007625995850066408,0.10579066030471695,31
Montana,gar_tot_bonds,1,0.0002906945930328634,0.49299596343960206,0,-0.0006804624817706281,0.0012618516678363546,0.6221683038044992,32
New Mexico,gar_tot_bonds,1,0.0013577034934230126,1.6727027613047425,1,2.08554357276037e-05,0.0026945515511184208,0.09482760734874751,33
New Jersey,gar_tot_bonds,1,-0.0003525568991594537,-1.1384574140005796,0,-0.0008626016893409541,0.00015748789102204656,0.2553146076870578,34
Connecticut,gar_tot_bonds,1,-0.0010114599189187709,-1.1724190411535789,0,-0.0024323539906839354,0.00040943415284639306,0.24142319393090217,35
South Dakota,gar_tot_bonds,1,4.952241892161924e-07,1.4292215450246457,0,-7.546307803513404e-08,1.0659114564675184e-06,0.15338162853933412,36
North Dakota,gar_tot_bonds,1,2.619609444031722e-06,1.8509539071963799,1,2.886386543967692e-07,4.9505802336666745e-06,0.06459248675272455,37
Utah,gar_tot_bonds,1,3.852849735765229e-05,4.573140988706848,1,2.4652526836680815e-05,5.240446787862376e-05,5.670943224345137e-06,38
Delaware,gar_tot_bonds,1,-0.00011147731876560409,-0.2505428589476336,0,-0.0008443024821753513,0.0006213478446441428,0.8022402517982088,39
South Carolina,gar_tot_bonds,1,0.0001201107239139966,2.2214512070011483,1,3.105929476844655e-05,0.00020916215305954663,0.026635917186277336,40
Pennsylvania,gar_tot_bonds,1,0.0003883927644662695,2.081895336890636,1,8.1131278881887e-05,0.0006956542500506519,0.03771064170347582,41
New Hampshire,gar_tot_bonds,1,0.0002819170852092161,1.638718839347852,0,-1.426143065835989e-06,0.000565260313484268,0.10171609896351441,42
Alaska,gar_tot_bonds,1,-0.0005414538523595528,-3.624868753378094,1,-0.0007874708132310101,-0.0002954368914880958,0.00030982273603941124,43
Maryland,gar_tot_bonds,1,-0.0008707134561750519,-0.6638441372684571,0,-0.003030968460285126,0.0012895415479350213,0.507006184123215,44
New York,gar_tot_bonds,1,0.00015180829617931482,0.24537540672853925,0,-0.0008671592716264862,0.0011707758639851154,0.8062368770225006,45
Massachusetts,gar_tot_bonds,1,-0.0009450476249467536,-2.999135175519773,1,-0.0014640311150281493,-0.0004260641348653581,0.0028024030249178544,46
Wyoming,gar_tot_bonds,1,-0.0009364123952511123,-0.8173438075679045,0,-0.0028233531514918453,0.00095052836098962,0.41400693502681385,47
Ohio,gar_tot_bonds,1,-0.018249954367045417,-0.8449013958606157,0,-0.05382550600678507,0.017325597272694216,0.3984513124389002,48
United States,gar_mfh_crsp,12,-3.5857249739895247e-05,-0.24798310656233732,0,-0.0002740173563192304,0.00020230285683943986,0.8042216871740346,0
Massachusetts,gar_mfh_crsp,12,0.012757833478934302,2.4216620087007423,1,0.004080674851035755,0.021434992106832845,0.01570799592458627,1
Tennessee,gar_mfh_crsp,12,0.0027585469369694163,2.387149240550627,1,0.0008552132117969271,0.004661880662141905,0.017249472548034328,2
New Mexico,gar_mfh_crsp,12,0.0014639960891692054,0.7013821965564468,0,-0.0019739520011402794,0.004901944179478689,0.4833023877551672,3
California,gar_mfh_crsp,12,0.0010222917981397043,1.0413686629740302,0,-0.0005946132166935224,0.00263919681297293,0.2980713438416962,4
Kansas,gar_mfh_crsp,12,0.0009278934287760235,1.0314398709968209,0,-0.0005538339988736287,0.002409620856425675,0.30269809159676764,5
Washington,gar_mfh_crsp,12,0.0005285006664789873,0.5948394665410452,0,-0.0009348887172136722,0.0019918900501716464,0.5521469296461632,6
Connecticut,gar_mfh_crsp,12,0.0003900313134335982,3.671930923562482,1,0.00021507923387066,0.0005649833929965364,0.0002594481764235379,7
Arizona,gar_mfh_crsp,12,0.0003458435767867953,2.1130696861278717,1,7.626831811074656e-05,0.0006154188354628438,0.034955365399000016,8
Delaware,gar_mfh_crsp,12,0.00030904456048016517,3.679547764118994,1,0.00017070678260762033,0.00044738233835270997,0.0002519671184548766,9
Nebraska,gar_mfh_crsp,12,0.00020261680692340442,2.7287489579870146,1,8.031692991245244e-05,0.0003249166839343564,0.006520361987781609,10
Pennsylvania,gar_mfh_crsp,12,0.00019394461277316396,0.4391065144043243,0,-0.000533536925922572,0.0009214261514688996,0.660722631786917,11
Oregon,gar_mfh_crsp,12,0.00016643245655517186,1.7991949141400514,1,1.407141078904229e-05,0.00031879350232130136,0.07242722524320788,12
Idaho,gar_mfh_crsp,12,0.00015160825237620746,0.8082192385810102,0,-0.00015735568693505888,0.00046057219168747364,0.4192445641126812,13
Illinois,gar_mfh_crsp,12,4.2621411530278886e-05,0.20272913554970298,0,-0.0003036573026697198,0.0003889001257302774,0.839406860697749,14
Maryland,gar_mfh_crsp,12,4.236097784180786e-05,1.1979957696195533,0,-1.5879486431461417e-05,0.00010060144211507711,0.2313324024450103,15
Alabama,gar_mfh_crsp,12,1.8390166277175173e-05,0.18890143100688647,0,-0.00014195820180087074,0.00017873853435522102,0.8502259432411492,16
Nevada,gar_mfh_crsp,12,-5.113413457109309e-06,-0.6899823140512984,0,-1.731979911968703e-05,7.092972205468409e-06,0.49043865805269604,17
Virginia,gar_mfh_crsp,12,-1.1627831341683122e-05,-3.006846945058725,1,-1.7997275550694103e-05,-5.2583871326721425e-06,0.002736190497482527,18
Colorado,gar_mfh_crsp,12,-1.4757826761048736e-05,-0.07203728808116927,0,-0.00035218432832217263,0.000322668674800075,0.9425932302050382,19
Utah,gar_mfh_crsp,12,-1.643849530648642e-05,-2.738155273638459,1,-2.632671543565071e-05,-6.550275177322133e-06,0.006338743861841412,20
South Dakota,gar_mfh_crsp,12,-1.8884439824319344e-05,-4.844294808763811,1,-2.5305218172136074e-05,-1.2463661476502619e-05,1.5719027426364107e-06,21
West Virginia,gar_mfh_crsp,12,-1.9386301412887942e-05,-1.2380300567069502,0,-4.517787906464578e-05,6.405276238869887e-06,0.21612844078640414,22
Alaska,gar_mfh_crsp,12,-2.2363602513024555e-05,-1.1247344286011824,0,-5.5113195845644897e-05,1.0385990819595772e-05,0.261094969222996,23
Minnesota,gar_mfh_crsp,12,-4.381788294151811e-05,-0.1901762592253457,0,-0.0004233156514081901,0.0003356798855251537,0.849227274964353,24
Maine,gar_mfh_crsp,12,-5.1608023682583724e-05,-2.2112650205221667,1,-9.0048660034901e-05,-1.3167387330266464e-05,0.027346493963752216,25
Kentucky,gar_mfh_crsp,12,-5.7220068154651245e-05,-0.4715289104489854,0,-0.00025709309139363757,0.00014265295508433503,0.6374130063859331,26
New Hampshire,gar_mfh_crsp,12,-8.111454193345916e-05,-2.4034383879774732,1,-0.00013670239011627435,-2.5526693750643994e-05,0.016506098284786663,27
Montana,gar_mfh_crsp,12,-0.00016331789014865678,-0.7581620747142429,0,-0.0005181197117844045,0.0001914839314870907,0.44861433766802117,28
North Dakota,gar_mfh_crsp,12,-0.00017737571032962375,-1.1746194652405284,0,-0.0004260959287411299,7.134450808188227e-05,0.24055456583247037,29
Texas,gar_mfh_crsp,12,-0.00017800585017513967,-0.7190462648289218,0,-0.0005857536039573499,0.00022974190360707046,0.4723572713264641,30
Oklahoma,gar_mfh_crsp,12,-0.0002693979759639354,-0.5862335653198448,0,-0.0010262967189105803,0.0004875007669827091,0.5579114034061918,31
Michigan,gar_mfh_crsp,12,-0.00028413980538142825,-0.3682845525688961,0,-0.0015548973938484304,0.0009866177830855733,0.7127746849116336,32
North Carolina,gar_mfh_crsp,12,-0.0003051558942309524,-0.5571794730762003,0,-0.0012072270389290826,0.0005969152504671774,0.5775865546323011,33
South Carolina,gar_mfh_crsp,12,-0.0003245209993114565,-3.7585516252786095,1,-0.0004667330572269754,-0.00018230894139593772,0.0001854497689486312,34
Georgia,gar_mfh_crsp,12,-0.000338149951112389,-1.5647384221789036,0,-0.0006940939853578498,1.7794083133071674e-05,0.11810541420662757,35
Arkansas,gar_mfh_crsp,12,-0.0003473228640576559,-3.7621597924931063,1,-0.0004993812135542303,-0.00019526451456108155,0.00018284759228270886,36
New Jersey,gar_mfh_crsp,12,-0.00042790702059963565,-0.8769538292343708,0,-0.0012315937909540544,0.0003757797497547829,0.38081871215203633,37
Ohio,gar_mfh_crsp,12,-0.0010269154853727357,-1.3385096532270664,0,-0.0022905670267470797,0.00023673605600160806,0.18117378744224766,38
New York,gar_mfh_crsp,12,-0.0011166683918641504,-0.9037662157608055,0,-0.003151752002902013,0.0009184152191737114,0.36643663280151495,39
Mississippi,gar_mfh_crsp,12,-0.0014149947899592815,-2.1248244498646383,1,-0.002511841462199583,-0.00031814811771898005,0.03395815412555869,40
Iowa,gar_mfh_crsp,12,-0.0017871291303528589,-1.2786573382629303,0,-0.004089185186669824,0.0005149269259641055,0.20145015216207707,41
Florida,gar_mfh_crsp,12,-0.0018863339189161999,-1.3900031599024463,0,-0.00412153666703011,0.00034886882919770985,0.16497878154731316,42
Missouri,gar_mfh_crsp,12,-0.0019602683503019383,-1.2088463871863944,0,-0.004631174003867583,0.0007106373032637063,0.227138355595776,43
Indiana,gar_mfh_crsp,12,-0.0023231428671976486,-3.494990094448663,1,-0.0034179663540999054,-0.001228319380295392,0.0005045777169259136,44
Rhode Island,gar_mfh_crsp,12,-0.0037754942195882763,-0.9668252944772682,0,-0.010207403968133655,0.0026564155289571,0.33397209585787113,45
Wyoming,gar_mfh_crsp,12,-0.004359828308550143,-2.1366947095483595,1,-0.007720615771724412,-0.0009990408453758766,0.03297597985522338,46
