YEAR,MONTH,Alabama - SFH,Alaska - SFH,Arizona - SFH,Arkansas - SFH,California - SFH,Colorado - SFH,Connecticut - SFH,Delaware - SFH,Florida - SFH,Georgia - SFH,Idaho - SFH,Illinois - SFH,Indiana - SFH,Iowa - SFH,Kansas - SFH,Kentucky - SFH,Louisiana - SFH,Maine - SFH,Maryland - SFH,Massachusetts - SFH,Michigan - SFH,Minnesota - SFH,Mississippi - SFH,Missouri - SFH,Montana - SFH,Nebraska - SFH,Nevada - SFH,New Hampshire - SFH,New Jersey - SFH,New Mexico - SFH,New York - SFH,North Carolina - SFH,North Dakota - SFH,Ohio - SFH,Oklahoma - SFH,Oregon - SFH,Pennsylvania - SFH,Rhode Island - SFH,South Carolina - SFH,South Dakota - SFH,Tennessee - SFH,Texas - SFH,United States - SFH,Utah - SFH,Vermont - SFH,Virginia - SFH,Washington - SFH,West Virginia - SFH,Wisconsin - SFH,Wyoming - SFH,Alabama - MFH,Alaska - MFH,Arizona - MFH,Arkansas - MFH,California - MFH,Colorado - MFH,Connecticut - MFH,Delaware - MFH,Florida - MFH,Georgia - MFH,Idaho - MFH,Illinois - MFH,Indiana - MFH,Iowa - MFH,Kansas - MFH,Kentucky - MFH,Louisiana - MFH,Maine - MFH,Maryland - MFH,Massachusetts - MFH,Michigan - MFH,Minnesota - MFH,Mississippi - MFH,Missouri - MFH,Montana - MFH,Nebraska - MFH,Nevada - MFH,New Hampshire - MFH,New Jersey - MFH,New Mexico - MFH,New York - MFH,North Carolina - MFH,North Dakota - MFH,Ohio - MFH,Oklahoma - MFH,Oregon - MFH,Pennsylvania - MFH,Rhode Island - MFH,South Carolina - MFH,South Dakota - MFH,Tennessee - MFH,Texas - MFH,United States - MFH,Utah - MFH,Vermont - MFH,Virginia - MFH,Washington - MFH,West Virginia - MFH,Wisconsin - MFH,Wyoming - MFH,Alabama - L_MFH,Alaska - L_MFH,Arizona - L_MFH,Arkansas - L_MFH,California - L_MFH,Colorado - L_MFH,Connecticut - L_MFH,Delaware - L_MFH,Florida - L_MFH,Georgia - L_MFH,Idaho - L_MFH,Illinois - L_MFH,Indiana - L_MFH,Iowa - L_MFH,Kansas - L_MFH,Kentucky - L_MFH,Louisiana - L_MFH,Maine - L_MFH,Maryland - L_MFH,Massachusetts - L_MFH,Michigan - L_MFH,Minnesota - L_MFH,Mississippi - L_MFH,Missouri - L_MFH,Montana - L_MFH,Nebraska - L_MFH,Nevada - L_MFH,New Hampshire - L_MFH,New Jersey - L_MFH,New Mexico - L_MFH,New York - L_MFH,North Carolina - L_MFH,North Dakota - L_MFH,Ohio - L_MFH,Oklahoma - L_MFH,Oregon - L_MFH,Pennsylvania - L_MFH,Rhode Island - L_MFH,South Carolina - L_MFH,South Dakota - L_MFH,Tennessee - L_MFH,Texas - L_MFH,United States - L_MFH,Utah - L_MFH,Vermont - L_MFH,Virginia - L_MFH,Washington - L_MFH,West Virginia - L_MFH,Wisconsin - L_MFH,Wyoming - L_MFH,Alabama - S_MFH,Alaska - S_MFH,Arizona - S_MFH,Arkansas - S_MFH,California - S_MFH,Colorado - S_MFH,Connecticut - S_MFH,Delaware - S_MFH,Florida - S_MFH,Georgia - S_MFH,Idaho - S_MFH,Illinois - S_MFH,Indiana - S_MFH,Iowa - S_MFH,Kansas - S_MFH,Kentucky - S_MFH,Louisiana - S_MFH,Maine - S_MFH,Maryland - S_MFH,Massachusetts - S_MFH,Michigan - S_MFH,Minnesota - S_MFH,Mississippi - S_MFH,Missouri - S_MFH,Montana - S_MFH,Nebraska - S_MFH,Nevada - S_MFH,New Hampshire - S_MFH,New Jersey - S_MFH,New Mexico - S_MFH,New York - S_MFH,North Carolina - S_MFH,North Dakota - S_MFH,Ohio - S_MFH,Oklahoma - S_MFH,Oregon - S_MFH,Pennsylvania - S_MFH,Rhode Island - S_MFH,South Carolina - S_MFH,South Dakota - S_MFH,Tennessee - S_MFH,Texas - S_MFH,United States - S_MFH,Utah - S_MFH,Vermont - S_MFH,Virginia - S_MFH,Washington - S_MFH,West Virginia - S_MFH,Wisconsin - S_MFH,Wyoming - S_MFH,Alabama - TOT,Alaska - TOT,Arizona - TOT,Arkansas - TOT,California - TOT,Colorado - TOT,Connecticut - TOT,Delaware - TOT,Florida - TOT,Georgia - TOT,Idaho - TOT,Illinois - TOT,Indiana - TOT,Iowa - TOT,Kansas - TOT,Kentucky - TOT,Louisiana - TOT,Maine - TOT,Maryland - TOT,Massachusetts - TOT,Michigan - TOT,Minnesota - TOT,Mississippi - TOT,Missouri - TOT,Montana - TOT,Nebraska - TOT,Nevada - TOT,New Hampshire - TOT,New Jersey - TOT,New Mexico - TOT,New York - TOT,North Carolina - TOT,North Dakota - TOT,Ohio - TOT,Oklahoma - TOT,Oregon - TOT,Pennsylvania - TOT,Rhode Island - TOT,South Carolina - TOT,South Dakota - TOT,Tennessee - TOT,Texas - TOT,United States - TOT,Utah - TOT,Vermont - TOT,Virginia - TOT,Washington - TOT,West Virginia - TOT,Wisconsin - TOT,Wyoming - TOT
1970,5,12463,3135,24252,5228,125800,20958,18992,3222,62180,33852,2659,49425,22497,12109,7753,8743,13799,4513,29930,23339,58334,21270,7301,13294,1452,6440,9294,4065,39384,4107,38362,22674,1861,57386,12251,14296,39934,3129,16262,1860,12721,51861,1043738,8611,1705,44897,29383,1345,25306,1042,6478,1110,7588,2223,141506,10441,17082,1362,63081,28959,552,24157,11820,5111,3316,3085,4162,36,40724,21986,13423,16794,5420,6865,178,1658,1761,446,12218,570,18520,10216,2163,12746,9042,5333,12821,484,10267,442,18553,42328,640084,4846,410,18636,7046,136,5882,116,2090,392,6380,2058,124178,8912,14171,1362,57413,28581,390,18152,10973,4652,1175,2768,3308,0,40639,21289,12420,15594,5328,5816,0,1596,1149,375,8627,395,13582,8477,1952,9966,8683,2644,12094,429,9117,363,18068,37491,561025,4077,220,17506,5854,37,4252,116,4388,718,1208,165,17328,1529,2911,0,5668,378,162,6005,847,459,2141,317,854,36,85,697,1003,1200,92,1049,178,62,612,71,3591,175,4938,1739,211,2780,359,2689,727,55,1150,79,485,4837,79059,769,190,1130,1192,99,1630,0,18942,4245,31840,7450,267306,31399,36074,4584,125261,62811,3211,73582,34317,17220,11069,11828,17960,4549,70654,45325,71757,38064,12721,20159,1629,8098,11054,4511,51603,4677,56882,32890,4025,70132,21293,19630,52755,3613,26529,2302,31274,94188,1683821,13457,2115,63533,36430,1481,31187,1158
1970,6,11336,3029,16236,6326,127354,23529,20377,5520,69832,33170,3194,48288,25916,14892,8137,11429,19796,4905,33866,27279,73491,21929,8461,21690,1165,5588,7368,5351,42931,4134,47542,20376,2244,52665,12888,13942,38321,2803,17073,2131,16135,56608,1112105,11974,2033,45247,28007,1957,23516,1234,2340,957,3739,2649,86899,12594,21184,0,79734,11053,833,42942,8208,9365,3478,4565,4683,1347,18143,16335,18159,9939,4353,6994,6405,1761,169,145,31636,5108,33645,10008,1617,37006,6770,7112,22122,179,4957,1196,11191,51103,668262,2851,1403,18659,10917,1617,8233,80,1844,80,3406,2310,72042,11185,17717,0,71361,10343,0,38331,7605,8482,2124,4052,2650,510,18119,15343,15765,9040,4255,5628,4713,1431,98,110,25651,4745,28005,7845,1413,31209,6564,4973,20918,101,4600,1106,10198,48949,582064,2127,1330,15801,8352,1350,6397,80,496,877,333,339,14857,1409,3467,0,8373,710,833,4611,603,883,1354,513,2033,837,24,992,2394,899,98,1366,1692,330,71,35,5985,363,5640,2163,204,5797,206,2139,1204,78,357,90,993,2154,86198,724,73,2858,2565,267,1836,0,13676,3987,19975,8974,214253,36122,41561,5520,149566,44224,4028,91229,34123,24257,11614,15993,24479,6252,52008,43613,91650,31868,12814,28685,7570,7349,7537,5496,74567,9242,81187,30384,3861,89672,19658,21054,60442,2982,22030,3326,27326,107711,1780367,14826,3436,63906,38925,3574,31749,1314
1970,7,16044,3854,16646,5412,124579,24005,15788,3561,67512,32527,2031,54807,22368,9636,10696,11018,17102,3824,31044,21843,63424,19970,7521,22909,1022,5586,11644,4237,34501,5400,43064,21534,2144,51729,11883,16325,38944,3489,17357,1370,16193,57361,1059721,7821,1771,33977,28672,1639,21563,1442,5787,1514,3675,3081,99831,10612,10203,360,50599,33020,671,35840,14415,2560,2693,6925,4983,242,15946,27150,21053,7865,2373,8252,750,3577,439,2906,16509,2502,30686,4895,53,37552,4586,8359,29492,409,466,362,3037,32466,581379,1534,182,8375,5066,0,10936,0,5615,616,3079,2826,80851,9452,8587,360,43001,32198,569,31542,13484,2216,1939,6365,3818,152,15946,26468,19415,7242,1919,6471,684,3369,140,2795,15031,2502,25471,4273,0,33531,3365,4965,28197,165,158,300,2068,27923,505897,645,0,7545,3529,0,8779,0,172,898,596,255,18980,1160,1616,0,7598,822,102,4298,931,344,754,560,1165,90,0,682,1638,623,454,1781,66,208,299,111,1478,0,5215,622,53,4021,1221,3394,1295,244,308,62,969,4543,75482,889,182,830,1537,0,2157,0,21830,5368,20321,8493,224410,34616,25991,3921,118111,65547,2702,90647,36783,12196,13388,17943,22086,4065,46990,48993,84478,27835,9894,31162,1773,9164,12083,7143,51010,7902,73750,26429,2197,89281,16469,24684,68435,3897,17823,1732,19229,89828,1641100,9356,1953,42352,33739,1639,32499,1442
1970,8,14243,1926,22522,6525,121455,23276,18320,2605,65185,34195,1735,47020,20554,9236,5553,9933,13544,4330,26877,24255,62244,20401,8080,17772,962,4574,8139,5581,36896,5547,37618,23143,2588,52580,11607,13940,39761,3359,17823,1459,16616,55503,1023599,6443,1847,35159,23004,1398,24303,1790,2264,1819,8111,3721,120666,12508,6361,480,39407,14577,1089,17992,16616,1533,1492,4559,4877,0,16995,16834,18160,22421,2305,9853,62,790,2670,1617,7336,378,82750,9774,1084,28082,5490,5916,11751,157,330,970,7627,28524,570548,1879,76,8842,10988,13,4698,65,2103,865,3458,2016,95639,10737,5364,480,34826,13986,140,14803,14911,1387,933,4147,3412,0,16334,15156,14774,21710,1809,7969,0,665,1884,240,5430,283,78741,8812,905,22571,4945,3197,8922,0,112,850,3348,26036,478647,1215,48,8243,8576,0,2850,65,161,954,4653,1705,25027,1771,997,0,4581,591,949,3189,1705,146,559,412,1465,0,661,1678,3386,711,496,1884,62,125,786,1377,1906,95,4009,962,179,5511,545,2719,2829,157,218,120,4279,2488,91901,664,28,599,2412,13,1848,0,16507,3745,30633,10246,242121,35784,24681,3085,104591,48772,2825,65012,37170,10770,7044,14492,18421,4330,43872,41088,80404,42822,10385,27625,1024,5364,10809,7198,44232,5925,120368,32917,3672,80661,17097,19856,51512,3516,18153,2429,24243,84027,1594147,8321,1923,44001,33992,1411,29001,1855
1970,9,15274,4115,27005,5893,121329,20397,18028,3517,75543,36326,2611,55955,23617,12753,6526,10359,15363,3668,27433,28830,59606,20509,9764,18711,1781,6154,7049,4069,36421,4905,40466,24957,2170,56156,12284,14155,35544,3754,2442,364297,15137,50931,1060190,6063,1483,34973,25189,1342,23027,1000,23042,1689,9292,3055,139583,9179,6111,5280,39798,10597,2479,21583,9177,1460,1514,10294,5908,253,8595,13750,18857,10830,4123,10480,583,1689,1837,4276,8809,931,28615,6982,1976,27358,4656,5777,14281,678,96,209529,4845,44715,604061,4323,182,27707,15060,4158,7598,33,4180,718,7356,2717,112808,8045,4615,5280,31988,10310,1990,17826,7865,1237,280,9606,4739,200,8128,11484,17072,9972,3762,8458,386,1224,1700,4084,5654,561,24604,5857,1552,23142,3734,2961,13186,553,30,160365,4136,36177,483461,2215,0,20131,11896,4110,5516,33,18862,971,1936,338,26775,1134,1496,0,7810,287,489,3757,1312,223,1234,688,1169,53,467,2266,1785,858,361,2022,197,465,137,192,3155,370,4011,1125,424,4216,922,2816,1095,125,66,49164,709,8538,120600,2108,182,7576,3164,48,2082,0,38316,5804,36296,8948,260912,29576,24139,8797,115341,46923,5089,77539,32794,14213,8039,20653,21271,3921,36029,42580,78464,31339,13887,29191,2364,7843,8886,8345,45230,5837,69080,31938,4146,83514,16940,19932,49825,4431,2538,573826,19982,95645,1664251,10386,1665,62680,40250,5500,30625,1032
1970,10,12822,1707,29877,6138,136033,17614,19025,5734,72150,33640,1857,61355,22331,10644,8224,8548,15575,3286,27754,26241,61710,21922,7310,21258,1190,7885,9006,5469,42069,8077,46682,27157,2440,53927,12979,14033,42824,3991,18352,2670,15072,45689,1098598,5627,2523,35473,25197,2020,24064,1834,5530,1440,5930,3068,186377,7528,25820,41624,56517,27819,1825,38004,9035,4346,2273,2187,12229,956,8730,19630,25036,17520,5573,9173,9104,4051,1478,2746,14388,447,41297,12551,1968,36438,8768,5651,8851,5505,1090,503,2545,32274,761174,2266,452,22852,7869,9898,6186,1132,5341,190,4516,2430,166355,5851,22224,41616,48842,26913,1495,33678,8024,3858,1684,1794,9688,909,6865,18072,24164,16330,5427,7570,8083,3856,1254,2580,11893,264,32878,11852,1198,29991,8151,4006,8141,5352,174,233,1340,28531,667532,1398,400,21928,3379,9680,3500,1066,189,1250,1414,638,20022,1677,3596,8,7675,906,330,4326,1011,488,589,393,2541,47,1865,1558,872,1190,146,1603,1021,195,224,166,2495,183,8419,699,770,6447,617,1645,710,153,916,270,1205,3743,93642,868,52,924,4490,218,2686,66,18352,3147,35807,9206,322410,25142,44845,47357,128668,61458,3682,99359,31365,14990,10497,10735,27804,4241,36484,45871,86745,39442,12883,30431,10293,11936,10485,8215,56456,8523,87979,39708,4408,90365,21747,19685,51675,9496,19441,3173,17617,77964,1859771,7893,2974,58324,33066,11918,30251,2966
1970,11,11318,1039,22643,5081,112579,19387,13507,2826,69313,28463,1745,51051,20294,10206,7131,9023,14330,2634,23373,26004,44565,16555,8028,17092,1328,3899,6938,5258,35094,7460,33984,18683,1866,44538,10052,10088,30968,3047,1936,299648,12829,42231,910148,5014,3321,25796,20324,926,20125,648,3489,1812,5044,4475,84083,9480,7737,6744,55943,14190,652,23785,9335,6817,4944,11710,5486,325,10217,29832,15760,12401,1150,18416,945,3308,2699,914,48064,144,23321,13137,2443,32299,8649,8958,21014,4594,4921,210008,7066,46702,617488,3735,69,9651,6007,70,10237,28,2500,1402,833,4160,64420,7800,5955,6744,46353,13794,261,19841,8308,5441,3927,11455,4945,156,9980,28720,14004,11437,1089,17065,400,3084,1186,689,46460,124,18594,11226,1835,27916,7815,6612,18026,4394,4730,188580,6544,42755,529583,2813,0,8678,3164,45,8386,0,989,410,4211,315,19663,1680,1782,0,9590,396,391,3944,1027,1376,1017,255,541,169,237,1112,1756,964,61,1351,545,224,1513,225,1604,20,4727,1911,608,4383,834,2346,2988,200,191,21428,522,3947,87905,922,69,973,2843,25,1851,28,14807,2851,27687,9556,196662,28867,21243,9569,125256,42652,2397,74836,29629,17022,12074,20732,19816,2959,33591,55836,60325,28956,9178,35507,2273,7206,9637,6172,83158,7605,57305,31820,4309,76837,18700,19046,51982,7641,6858,509655,19895,88933,1527636,8748,3390,35447,26332,996,30362,676
1970,12,16004,289,31211,8247,118721,23377,9490,3925,72540,29128,1275,40425,19156,6271,5957,14415,21501,2438,19764,19329,57921,11079,10835,15003,799,4293,16430,3794,28449,11942,31864,21664,1064,33503,13886,9436,26635,3001,17794,728,30403,49439,948531,9918,537,33182,19775,624,12064,805,5415,486,19060,1876,155822,9548,7666,1198,60806,22364,383,32117,6759,2996,5400,6096,8643,1750,23172,24239,22789,12359,5313,11267,288,1259,3979,1439,19901,5309,113683,13258,0,33096,6434,5548,13296,4478,4792,60,4884,56013,772685,1985,344,14482,2903,1456,8695,771,5106,425,16809,955,135429,8298,6551,1166,48949,21954,62,25975,6209,2613,4212,5852,6226,600,23106,23545,20481,10996,4842,9530,256,1078,3932,1405,17272,4995,110137,11735,0,29465,3835,3884,11715,3216,4455,60,4127,52431,685519,1333,240,13680,935,1402,6506,771,309,61,2251,921,20393,1250,1115,32,11857,410,321,6142,550,383,1188,244,2417,1150,66,694,2308,1363,471,1737,32,181,47,34,2629,314,3546,1523,0,3631,2599,1664,1581,1262,337,0,757,3582,87166,652,104,802,1968,54,2189,0,21420,775,50271,10124,274543,32925,17156,5123,133346,51492,1658,72542,25915,9267,11357,20512,30145,4189,42935,43568,80709,23439,16148,26271,1088,5552,20409,5233,48351,17251,145547,34922,1064,66599,20320,14984,39930,7479,22586,788,35287,105451,1721217,11903,881,47665,22677,2080,20759,1576
1971,1,12363,208,23255,6486,106447,17880,3776,6943,73369,29651,1205,21719,10747,2044,5981,9541,20000,989,14061,10986,36772,7648,5724,12693,477,1326,14299,1685,12967,5846,18224,22240,106,29747,14145,12143,18347,1379,19951,246,14006,55698,753048,5588,492,28759,17158,972,7412,368,3960,0,8215,581,81516,17266,3524,0,72459,33695,2693,18458,2796,2283,3765,2470,7724,258,6926,21508,5470,10714,258,10626,0,2252,204,3213,3467,3058,35649,17307,170,18512,7633,5238,16028,279,5272,312,10066,32898,538805,1050,1452,38257,8406,547,6130,650,3424,0,4937,255,64345,15292,2821,0,62391,32537,2255,16760,1953,2190,3148,1710,6539,208,6926,20403,4881,10714,90,9519,0,2114,123,0,1233,3046,32536,13041,170,16750,6924,3274,15062,150,4766,270,9567,27238,465575,658,1378,37369,6924,0,5583,650,536,0,3278,326,17171,1974,703,0,10068,1158,438,1698,843,93,617,760,1185,50,0,1105,589,0,168,1107,0,138,81,3213,2234,12,3113,4266,0,1762,709,1964,966,129,506,42,499,5660,73230,392,74,888,1482,547,547,0,16323,208,31470,7066,187963,35146,7300,6943,145827,63347,3898,40176,13543,4327,9747,12011,27724,1247,20987,32494,42243,18362,5982,23319,477,3578,14503,4898,16434,8904,53872,39547,276,48259,21778,17381,34375,1658,25223,558,24072,88596,1291852,6638,1944,67016,25564,1519,13542,1018
1971,2,14618,185,30657,6297,155944,26726,5173,2957,70520,29101,1268,29600,8735,2758,5457,8128,18864,882,15728,11883,43066,13281,6732,14702,642,2600,10555,1634,13919,8881,14765,23158,118,27933,12581,14772,21962,1114,16814,238,12723,71849,863514,5402,828,29321,28682,1017,10149,506,5807,295,7568,2528,130844,11858,2357,3000,89818,37465,488,10812,9348,652,3499,5045,18662,307,5666,10293,13947,5168,148,7103,80,565,4020,69,7019,1074,18370,18743,270,14081,10150,6796,14960,468,2729,120,6822,55271,583042,2424,100,8182,18539,70,3826,88,2672,118,5103,2155,108775,10127,1671,3000,80101,36640,302,9270,8762,590,2265,4318,14757,200,5487,9228,12648,4878,80,5406,0,546,2953,0,5851,523,16703,15276,270,12078,9260,4855,12942,443,2399,0,5750,47927,497130,1698,60,6061,14905,70,3140,41,3135,177,2465,373,22069,1731,686,0,9717,825,186,1542,586,62,1234,727,3905,107,179,1065,1299,290,68,1697,80,19,1067,69,1168,551,1667,3467,0,2003,890,1941,2018,25,330,120,1072,7344,85912,726,40,2121,3634,0,686,47,20424,480,38225,8824,286788,38584,7530,5957,160337,66566,1756,40412,18084,3410,8956,13172,37525,1189,21394,22176,57013,18449,6880,21805,722,3165,14576,1703,20938,9955,33135,41901,388,42014,22730,21569,36922,1582,19542,358,19544,127120,1446556,7826,928,37503,47221,1087,13975,594
1971,3,18472,573,35349,9200,246271,33301,19164,5321,90479,46450,1998,71476,29316,11116,10698,13803,27813,1972,43403,27567,74243,21072,8470,28175,1395,7783,15203,3301,50807,12771,49259,31021,487,67460,21527,15149,39925,3869,22865,793,20734,84020,1474843,6728,582,75384,35120,2425,18761,584,4168,892,18036,7658,125545,13522,10027,1662,80036,27007,341,58927,7280,1922,11725,9622,12439,65,14174,22064,22036,9537,2428,21606,196,2744,3147,4252,21932,1032,45184,19721,191,35474,17211,11209,16495,3915,3864,228,5394,60580,790470,4162,1593,18346,10810,453,16669,32,3584,667,14580,7374,96800,11972,8692,1638,65943,26004,215,53386,6101,1476,9888,8416,9736,65,14072,19899,19707,8486,1857,18462,68,2361,1875,4008,18430,487,37550,17066,50,30552,15444,7640,15506,3664,3444,78,4661,56075,670812,2538,793,15612,6740,351,13899,32,584,225,3456,284,28745,1550,1335,24,14093,1003,126,5541,1179,446,1837,1206,2703,0,102,2165,2329,1051,571,3144,128,383,1272,244,3502,545,7634,2655,141,4922,1767,3569,989,251,420,150,733,4505,119658,1624,800,2734,4070,102,2770,0,22640,1465,53385,16859,371815,46823,29191,6983,170516,73456,2339,130404,36596,13039,22423,23425,40252,2037,57577,49631,96279,30609,10897,49781,1591,10527,18350,7553,72738,13802,94444,50742,678,102934,38738,26358,56421,7784,26729,1021,26128,144600,2265313,10891,2175,93730,45930,2877,35430,616
1971,4,20427,1945,40706,10376,259713,37269,25493,6062,89771,51584,2996,96125,37748,25451,11539,19422,31108,4598,45311,41196,95257,27692,8149,30208,2282,10318,10853,5568,57967,7063,65091,32358,3623,84704,22660,21527,47774,4553,22709,2179,22635,83841,1713005,10847,2947,77136,39737,14456,30449,687,6577,585,21573,1358,167593,18769,8999,1571,70103,44402,5013,44234,12426,4858,10250,5918,18775,794,17988,18200,33631,33134,3561,11565,2724,4450,2950,3097,14956,2892,30068,11525,1008,36016,22583,14547,30264,1548,2627,3241,5877,46499,858297,6393,517,21627,12515,285,11064,625,3408,281,18787,1005,142066,16862,7267,1571,53481,43305,4438,39897,10873,3449,8955,4137,15983,690,17832,16420,31051,31786,3306,9227,2449,4169,1162,3008,10172,2273,23474,10706,725,30257,21528,9402,27787,1428,2051,3146,3819,42312,734475,3438,440,20277,8368,147,8924,578,3169,304,2786,353,25527,1907,1732,0,16622,1097,575,4337,1553,1409,1295,1781,2792,104,156,1780,2580,1348,255,2338,275,281,1788,89,4784,619,6594,819,283,5759,1055,5145,2477,120,576,95,2058,4187,123822,2955,77,1350,4147,138,2140,47,27004,2530,62278,11734,427306,56037,34492,7633,159874,95985,8008,140359,50174,30308,21789,25340,49883,5392,63299,59395,128888,60826,11709,41773,5006,14767,13803,8665,72924,9955,95160,43883,4631,120720,45243,36073,78038,6101,25336,5421,28512,130341,2571302,17239,3464,98763,52252,14741,41512,1312
1971,5,18558,5148,48817,9895,247298,33803,26115,6529,97427,50280,3523,84952,35003,17571,9690,16789,30737,4833,38863,33304,106745,29180,11135,26187,2516,8495,16196,9123,54735,13260,60092,34434,4261,80089,21346,24201,62866,5574,18984,2143,25121,79702,1701748,12171,2672,84554,35512,2446,36320,1374,8269,2754,18561,1579,131691,21791,10923,2820,108801,39090,1285,37820,18123,2846,13170,12721,21011,0,14313,24820,16241,16628,2237,14542,2142,4606,4173,6637,11909,1163,63065,10988,1584,50049,16978,19886,27155,2555,4907,1401,17096,51872,915047,8222,306,33334,7631,7385,10906,51,7243,1657,12776,1270,100744,18974,8859,2820,95252,36299,1180,33060,16886,1729,10266,12306,18273,0,13831,23451,13024,14927,1622,11850,1940,4494,3553,6564,8383,825,55601,9852,1440,42475,16289,12813,25234,2403,4680,1153,13905,47973,781842,5630,180,32181,3383,7342,8328,0,1026,1097,5785,309,30947,2817,2064,0,13549,2791,105,4760,1237,1117,2904,415,2738,0,482,1369,3217,1701,615,2692,202,112,620,73,3526,338,7464,1136,144,7574,689,7073,1921,152,227,248,3191,3899,133205,2592,126,1153,4248,43,2578,51,26827,7903,67378,11474,378989,55594,37037,9348,206229,89370,4808,122771,53127,20417,22860,29510,51748,4833,53176,58123,122986,45808,13373,40729,4657,13102,20369,15759,66644,14422,123157,45422,5845,130138,38324,44087,90021,8128,23891,3543,42216,131574,2616794,20393,2978,117888,43143,9831,47226,1425
1971,6,19476,5744,45723,9113,233463,40596,25615,4437,117563,50767,4715,82061,36456,15847,10801,17531,38947,4955,44746,40290,97296,31751,11007,33080,2185,8982,16244,6419,66350,12637,71166,31461,2581,95375,17294,23489,55379,5396,23083,2278,24311,91069,1750795,13141,2968,67655,39672,2707,34119,1718,7210,1632,21361,1601,146273,22961,9830,3363,102785,36391,2384,78109,17617,3253,4154,8963,22311,6321,23942,28854,30124,23334,4312,10089,2254,1802,4676,2728,28274,2913,43684,19475,2028,62540,9191,12894,23520,4074,3062,285,10696,45167,967463,4424,287,34499,9448,347,13889,156,6729,194,15871,1271,118685,19825,6972,2104,85093,35428,1021,72572,14985,2239,2467,6281,16579,2794,22826,26186,27178,22715,1583,8036,1856,1411,2641,2386,24082,2503,37012,13256,1361,53592,7836,8360,22630,3737,2660,225,9557,40111,811958,2095,74,31017,6305,93,9893,0,481,1438,5490,330,27588,3136,2858,1259,17692,963,1363,5537,2632,1014,1687,2682,5732,3527,1116,2668,2946,619,2729,2053,398,391,2035,342,4192,410,6672,6219,667,8948,1355,4534,890,337,402,60,1139,5056,155505,2329,213,3482,3143,254,3996,156,26686,7377,67084,10714,379736,63557,35446,7800,220349,87158,7099,160171,54072,19100,14955,26495,61258,11276,68687,69144,127421,55085,15319,43170,4418,10784,20919,9147,94624,15550,114850,50936,4609,157915,26485,36383,78900,9470,26144,2563,35008,136235,2718258,17565,3255,102154,49120,3054,48008,1874
1971,7,15394,3575,39732,10318,241747,38779,22936,5160,99859,52740,3885,79157,29423,13017,9473,14815,24046,5566,48160,34897,87843,30571,11193,27021,2817,9106,11958,6137,62434,10522,63001,33475,2845,78192,18375,20844,53164,4610,26693,1885,21768,85856,1633717,14373,2620,70607,37937,2183,29861,1560,6452,1399,5942,3230,166616,22376,9931,646,125613,33342,1573,45364,17386,5313,8929,8322,16479,460,13719,32758,49749,15971,3284,16669,651,3144,4999,2891,18103,8486,95218,8938,1434,39062,19448,9557,10560,1754,15556,833,21444,37486,966385,7013,1870,18691,8134,280,13528,0,6452,463,3392,2799,130944,19576,7808,646,114829,32295,1034,35649,15831,3378,5987,7144,12597,420,13689,30910,45770,14770,2908,15174,263,2550,3878,2822,15297,7302,86912,8140,1170,33870,18530,6258,9130,620,14700,275,19433,34288,832845,3494,1750,16695,5301,150,9990,0,0,936,2550,431,35672,2800,2123,0,10784,1047,539,9715,1555,1935,2942,1178,3882,40,30,1848,3979,1201,376,1495,388,594,1121,69,2806,1184,8306,798,264,5192,918,3299,1430,1134,856,558,2011,3198,133540,3519,120,1996,2833,130,3538,0,21847,4975,45674,13547,408363,61154,32867,5807,225472,86082,5458,124522,46809,18329,18403,23137,40525,6026,61879,67655,137592,46542,14477,43690,3468,12251,16957,9027,80536,19008,158219,42413,4279,117254,37824,30401,63725,6364,42249,2718,43211,123342,2600102,21385,4490,89298,46071,2463,43389,1560
1971,8,15786,2273,40262,8133,200005,36539,25336,5557,108738,53924,2877,75452,33200,14822,10086,15464,23677,4377,42046,38039,83391,30350,11958,28784,2223,8946,19028,6005,52086,11661,57050,30990,4529,84294,19870,21813,53924,4675,19974,2055,22238,81118,1556942,12472,1432,51178,33260,2547,29528,1256,7101,3934,18661,4460,180485,20494,20737,38,114077,20200,664,53579,7653,3911,6361,3554,8516,137,18072,22342,34001,14186,2086,13718,3897,6918,1807,3129,32379,2905,52764,15345,2067,55954,14232,17945,21181,5018,12965,646,6075,51205,944179,4367,593,30976,8013,1581,8453,70,5780,3355,10264,3982,136904,18983,18635,0,100721,19029,184,49827,5881,2934,5444,3214,3754,70,16605,20456,32498,13409,1596,10256,2571,6392,1297,2484,27939,2281,47544,13942,1325,45649,13794,12113,14540,4859,11927,617,4390,44216,787042,1166,398,27871,6051,1311,5229,0,1321,579,8397,478,43581,1511,2102,38,13356,1171,480,3752,1772,977,917,340,4762,67,1467,1886,1503,777,490,3462,1326,526,510,645,4440,624,5220,1403,742,10305,438,5832,6641,159,1038,29,1685,6989,157137,3201,195,3105,1962,270,3224,70,22887,6207,58923,12593,380490,57034,46073,5596,222815,74124,3540,129031,40853,18733,16447,19017,32192,4514,60118,60382,117392,44536,14044,42502,6121,15864,20835,9133,84464,14566,109814,46334,6596,140248,34101,39758,75105,9693,32939,2700,28313,132324,2501120,16839,2025,82154,41273,4128,37981,1326
